HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ
-0.0967,1.6706,-0.7658,11.9529,4.8896,0.0288
-0.0968,1.6707,-0.7652,11.7093,4.7207,-0.0012
-0.0968,1.6708,-0.7635,11.491,4.4736,0.0271
-0.097,1.6709,-0.762,11.4154,4.0825,0.0102
-0.0972,1.6707,-0.761,11.4814,3.8508,0.0538
-0.0977,1.6705,-0.7589,11.5655,3.3111,0.0841
-0.0982,1.6704,-0.7572,11.5885,2.96,0.1902
-0.0995,1.6707,-0.7539,11.351,2.3551,0.0794
-0.1015,1.6711,-0.7503,10.6914,2.0965,0.0019
-0.1048,1.6712,-0.7457,10.4143,1.6149,0.24
-0.1106,1.6711,-0.7409,10.9277,1.2103,0.0986
-0.0309,1.6826,-0.819,0.6128,356.4274,1.1804
-0.0307,1.6824,-0.8193,0.6281,356.7788,0.9671
-0.0302,1.6822,-0.8194,0.727,357.1016,0.8553
-0.0294,1.6821,-0.8192,0.7355,357.6062,0.5411
-0.0284,1.682,-0.8188,0.8302,358.0566,0.3427
-0.0275,1.682,-0.8184,0.8818,358.4503,0.1914
-0.0269,1.682,-0.818,0.8985,358.724,0.1014
-0.0259,1.682,-0.8175,0.9193,358.9816,0.0644
-0.0252,1.682,-0.8166,0.9995,359.0159,0.0463
-0.0248,1.682,-0.8162,1.0333,358.98,0.0379
-0.0245,1.682,-0.8158,1.0866,358.913,0.019
-0.0238,1.6819,-0.814,1.1994,358.387,359.9286
-0.0235,1.6818,-0.8128,1.2946,358.1061,359.9314
-0.0234,1.6817,-0.812,1.3606,357.9191,359.9389
-0.0232,1.6816,-0.8102,1.5958,357.6434,359.9285
-0.023,1.6813,-0.8086,1.9767,357.4088,359.8922
-0.0229,1.6808,-0.8074,2.4601,357.356,359.849
-0.0227,1.6792,-0.8051,3.852,357.2849,359.4116
-0.0222,1.6776,-0.8042,5.222,357.3979,358.601
-0.0211,1.6736,-0.8023,8.5474,357.6224,357.994
-0.0206,1.6709,-0.8009,10.7265,357.6417,358.0913
-0.0203,1.6684,-0.798,12.1458,357.1611,358.4575
-0.0207,1.6686,-0.7967,12.0855,356.9783,358.5211
-0.0207,1.6681,-0.7953,12.4408,356.3754,358.5157
-0.0207,1.6677,-0.7947,13.0546,356.1886,358.389
-0.0207,1.6657,-0.7933,14.5613,356.2211,357.9669
-0.0207,1.6646,-0.7927,15.2714,356.2433,357.7468
-0.0208,1.6602,-0.7914,18.3775,356.058,357.5049
-0.0213,1.6543,-0.7893,22.4416,355.6955,357.4042
-0.022,1.6483,-0.7869,26.3806,355.0451,357.1374
-0.0223,1.6455,-0.7862,28.0688,354.5967,356.7561
-0.0232,1.6403,-0.7849,31.4613,353.8249,356.0812
-0.0235,1.6389,-0.7834,31.7543,353.5681,356.1481
-0.0243,1.6378,-0.7813,32.5772,353.3773,355.9777
-0.0244,1.6386,-0.78,32.0935,353.35,356.0676
-0.0244,1.6397,-0.7791,31.6207,353.5881,356.3298
-0.0246,1.64,-0.7779,31.4652,353.646,356.2502
-0.0248,1.64,-0.7769,31.5097,353.6848,356.2489
-0.0251,1.6397,-0.7743,31.7327,353.8474,356.3562
-0.0251,1.6394,-0.7734,31.8227,353.858,356.3801
-0.0252,1.6385,-0.7693,32.3401,353.92,356.4332
-0.0249,1.6383,-0.766,32.375,353.8175,356.2856
-0.0236,1.639,-0.7591,31.8232,353.5876,356.2891
-0.0211,1.641,-0.7478,30.1032,353.5842,356.2608
-0.0176,1.6411,-0.7311,28.6182,353.8506,356.0622
-0.0159,1.6399,-0.7238,28.6427,353.9438,356.0627
-0.0121,1.6362,-0.7079,29.1347,354.0402,355.9811
-0.0097,1.634,-0.6984,29.103,354.1907,356.2762
-0.0043,1.6297,-0.6792,27.9452,354.2849,356.6492
-0.0008,1.6273,-0.6705,27.5855,354.3182,356.6606
0.0063,1.625,-0.6539,25.6598,354.346,357.022
0.0152,1.6256,-0.64,21.785,354.0851,357.5821
0.0196,1.6267,-0.6332,19.0912,354.0173,357.9633
0.0302,1.6296,-0.6255,15.5418,353.6779,358.3038
0.0357,1.6306,-0.6222,14.1122,353.6234,358.6392
0.0485,1.6329,-0.6211,13.2615,353.5419,358.9707
0.0665,1.6373,-0.619,11.4054,353.7316,359.3415
0.0841,1.6432,-0.6197,9.5921,353.9379,359.8278
0.0893,1.6452,-0.6216,9.4413,353.995,359.8936
0.0994,1.6495,-0.6246,8.6437,353.9314,0.042
0.1036,1.6522,-0.6261,7.8455,353.9331,0.0579
0.1118,1.6567,-0.6295,6.68,353.7107,359.9353
0.1152,1.6587,-0.6315,6.2943,353.5189,359.832
0.1215,1.6622,-0.6355,5.2092,353.3684,359.8094
0.1237,1.6634,-0.6382,4.8935,353.3721,359.8054
0.1281,1.6663,-0.6434,4.0325,353.4021,359.7054
0.1294,1.6677,-0.6468,3.8488,353.532,359.4734
0.1313,1.6712,-0.6544,3.09,353.964,359.345
0.1311,1.673,-0.6596,2.8953,354.0268,359.4649
0.1303,1.6766,-0.6701,2.685,354.2601,359.6771
0.1256,1.6782,-0.6821,3.0877,354.8506,359.5702
0.1185,1.6811,-0.6996,3.1369,355.3301,359.8322
0.1146,1.6808,-0.706,3.8437,355.4054,359.9734
0.1066,1.6809,-0.7179,4.2606,355.6255,359.8246
0.1023,1.6808,-0.7239,4.7742,355.6529,359.738
0.0927,1.6805,-0.7344,4.9711,355.9081,0.1843
0.0877,1.6803,-0.7398,5.0776,355.9517,0.2097
0.0771,1.6793,-0.75,5.5636,356.025,0.4039
0.0713,1.6786,-0.7549,5.7262,356.3113,0.4476
0.0594,1.6776,-0.7645,6.1541,356.6357,0.2095
0.053,1.6766,-0.7686,6.4036,356.7696,0.1792
0.028,1.6756,-0.7855,6.7953,357.3857,359.3737
0.0214,1.6756,-0.7888,6.9701,357.3626,359.0162
0.0087,1.6745,-0.7938,7.7099,357.5117,359.12
-0.0085,1.6727,-0.8011,9.0387,357.4564,359.1479
-0.0229,1.6714,-0.807,9.7004,357.3095,359.1664
-0.033,1.6711,-0.8103,9.8361,357.2709,359.1654
-0.0367,1.671,-0.8108,9.9804,357.3817,359.0788
-0.0435,1.671,-0.8109,10.5632,357.6445,358.7581
-0.046,1.6709,-0.81,10.6635,357.8186,358.5113
-0.0505,1.671,-0.8078,11.4826,358.2202,358.1549
-0.0531,1.6709,-0.8047,11.6453,358.5245,358.0388
-0.0563,1.6702,-0.7974,12.2066,359.5903,358.1709
-0.0568,1.6691,-0.789,12.4209,0.4759,358.3897
-0.055,1.6681,-0.7791,12.7435,1.4472,358.8217
-0.0536,1.668,-0.7752,12.9413,1.7107,358.9638
-0.0495,1.6679,-0.7654,13.0093,2.0675,359.2229
-0.0473,1.6677,-0.76,12.9373,2.1656,359.0818
-0.0405,1.6664,-0.7462,13.0473,1.9378,359.138
-0.0289,1.6634,-0.7224,13.1552,1.3759,358.6824
-0.0147,1.6598,-0.6939,13.0631,0.7253,358.383
-0.0085,1.6581,-0.6819,12.8377,0.4028,358.3707
0.0045,1.6546,-0.6567,12.524,0.0512,358.3709
0.0122,1.6526,-0.6421,12.5032,359.882,358.2915
0.0277,1.6479,-0.6119,11.9257,359.6841,358.1514
0.0366,1.6448,-0.5943,11.6448,359.5364,357.9966
0.054,1.6385,-0.5584,11.3535,359.4837,358.0606
0.0633,1.6347,-0.5377,11.2446,359.5883,358.0602
0.0815,1.6278,-0.4962,11.1098,359.4654,358.349
0.0996,1.621,-0.4501,10.6413,358.8923,358.9455
0.1082,1.617,-0.4278,10.3233,358.4312,359.3177
0.1213,1.6065,-0.385,10.2177,357.4084,359.3734
0.139,1.5929,-0.3248,10.1667,356.8861,358.7634
0.1422,1.5872,-0.3076,10.5665,357.1561,358.6159
0.1485,1.5765,-0.2749,11.7229,357.1572,358.3905
0.1497,1.5715,-0.2622,13.0096,357.1182,358.2551
0.1532,1.5622,-0.2368,14.6592,356.5108,358.2736
0.1543,1.5561,-0.2173,14.5505,355.9233,357.9742
0.1549,1.5528,-0.2076,14.4835,355.593,358.0324
0.1548,1.5466,-0.1932,14.5371,354.9214,358.2988
0.1535,1.5393,-0.1774,14.7938,353.9932,358.8066
0.1512,1.5346,-0.1722,15.4905,353.4458,358.7594
0.1495,1.5299,-0.1681,16.1028,352.9384,358.5678
0.1471,1.5213,-0.1602,16.3237,352.1464,358.2715
0.1469,1.5181,-0.1569,16.3949,352.1677,358.2513
0.1462,1.5128,-0.1527,16.9072,352.2926,358.2038
0.1446,1.5108,-0.1525,17.0989,352.1328,358.2409
0.1406,1.512,-0.1595,17.4165,351.584,358.1365
0.1387,1.5136,-0.1639,17.3258,351.2625,358.1226
0.1359,1.5171,-0.1719,16.8399,350.5775,358.1179
0.1348,1.519,-0.176,16.596,350.2942,358.1117
0.1339,1.5207,-0.1803,16.1937,350.0427,358.0362
1.398,1.695,-0.0159,15.7968,289.423,359.7509
1.3984,1.695,-0.0161,15.8231,289.4642,359.6897
1.3986,1.6949,-0.0162,15.8167,289.5164,359.6693
1.399,1.6949,-0.0165,15.8178,289.6033,359.6804
1.3992,1.6948,-0.0167,15.8028,289.6588,359.6964
1.3998,1.6948,-0.0171,15.7722,289.7198,359.6957
1.3999,1.6947,-0.0172,15.7499,289.734,359.6826
1.4002,1.6948,-0.0174,15.7223,289.7365,359.6922
1.4008,1.6949,-0.0179,15.5948,289.7095,359.6676
1.4009,1.695,-0.018,15.5375,289.705,359.6519
1.4013,1.6951,-0.0184,15.4063,289.7032,359.6546
1.4014,1.6952,-0.0185,15.3739,289.7001,359.6614
1.4016,1.6953,-0.0189,15.2457,289.6764,359.6785
1.4017,1.6954,-0.019,15.2522,289.6708,359.6816
1.4017,1.6955,-0.0195,15.2079,289.6265,359.7284
1.4015,1.6955,-0.0201,15.2317,289.5526,359.8252
1.4013,1.6954,-0.0204,15.2601,289.5256,359.863
1.4012,1.6953,-0.0206,15.2826,289.509,359.8865
1.401,1.6953,-0.021,15.3181,289.4646,359.8957
1.4009,1.6952,-0.0212,15.3326,289.4479,359.9306
1.4007,1.6952,-0.0216,15.3774,289.4122,0.0021
1.4005,1.6951,-0.022,15.3982,289.3534,0.021
1.4003,1.6951,-0.0225,15.4064,289.3218,0.1361
1.4001,1.6951,-0.0228,15.4259,289.2813,0.1935
1.3998,1.6952,-0.0234,15.405,289.2131,0.2734
1.3991,1.6953,-0.0242,15.3798,289.1182,0.3679
1.3989,1.6954,-0.0245,15.3896,289.0831,0.3854
1.398,1.6954,-0.0255,15.4202,288.9061,0.5152
1.3976,1.6954,-0.0258,15.4547,288.8667,0.5719
1.3964,1.6954,-0.027,15.5298,288.6342,0.7437
1.3959,1.6955,-0.0274,15.5839,288.5695,0.8039
1.394,1.6956,-0.0289,15.6634,288.2877,1.0867
1.3933,1.6957,-0.0293,15.6881,288.1633,1.1771
1.3897,1.6962,-0.0317,15.9394,287.7183,1.6662
1.3856,1.6968,-0.0345,15.9965,287.1662,2.392
1.381,1.6981,-0.0381,15.671,286.3243,3.4805
1.3791,1.6986,-0.0399,15.3046,286.1043,4.0986
1.3753,1.6993,-0.0437,14.9195,285.6858,5.1456
1.3729,1.6995,-0.046,14.6363,285.5405,5.6791
1.3681,1.7002,-0.0508,14.3098,285.3506,6.8859
1.365,1.7004,-0.0537,14.2628,285.2381,7.5729
1.3582,1.7008,-0.06,14.2214,284.7535,8.7715
1.3541,1.7002,-0.064,14.9694,284.2755,9.6181
1.3453,1.6978,-0.0719,16.9732,283.0172,11.0728
1.3397,1.6955,-0.0768,18.6203,282.1622,11.2224
1.3289,1.6913,-0.0857,21.8508,280.579,11.1433
1.3169,1.6864,-0.0948,24.8675,279.4016,10.3485
1.3106,1.6842,-0.0995,26.0663,279.0393,10.0198
1.2963,1.6814,-0.1098,27.888,279.014,9.6875
1.2744,1.6779,-0.126,30.1198,278.7814,9.309
1.2664,1.6774,-0.1319,30.708,278.8058,9.2439
1.2498,1.6774,-0.1442,31.8011,279.0365,9.2864
1.2407,1.6775,-0.1508,31.8901,279.0505,9.2818
1.223,1.6774,-0.1638,32.3562,278.9755,9.2432
1.2139,1.6774,-0.1707,32.6288,278.9941,9.0801
1.1968,1.6775,-0.1839,33.213,278.8626,8.9689
1.1884,1.6779,-0.1904,33.4599,278.8021,8.8295
1.1724,1.6793,-0.2028,33.8058,278.5358,8.4584
1.1646,1.6814,-0.2085,34.0378,278.5434,8.1336
1.1498,1.6851,-0.2196,33.9298,278.6907,7.5987
1.1431,1.6874,-0.2242,33.7905,278.7362,7.2567
1.1295,1.691,-0.2335,33.1844,278.8933,6.5426
1.1159,1.6939,-0.2412,32.5587,279.2991,5.4924
1.1092,1.6948,-0.2448,32.4109,279.6771,5.2382
1.0956,1.6951,-0.2504,32.3832,280.8821,4.7909
1.0889,1.695,-0.253,32.6078,281.558,4.592
1.0754,1.6941,-0.2561,33.058,283.075,4.3107
1.0563,1.6943,-0.2605,34.2657,285.3998,4.3462
1.0378,1.6947,-0.2638,34.9251,287.753,4.4321
1.0315,1.6951,-0.2642,34.9044,288.3652,4.4894
1.0184,1.6953,-0.2652,34.5583,289.4887,4.4774
1.0116,1.695,-0.2652,34.3789,289.7163,4.489
0.9981,1.6937,-0.2652,34.2706,290.261,4.8146
0.9911,1.6927,-0.2646,34.2629,290.2328,4.8713
0.9773,1.6909,-0.2631,34.1702,290.2073,5.0628
0.9629,1.689,-0.2603,33.8304,289.8102,5.3532
0.9558,1.6883,-0.2585,33.6654,289.407,5.2734
0.941,1.6871,-0.2539,32.6966,288.3578,5.3306
0.9335,1.6867,-0.251,32.1704,287.5863,5.0608
0.9188,1.6857,-0.2449,30.8145,286.1317,4.4128
0.9036,1.6867,-0.2373,29.2669,284.6587,3.8817
0.8958,1.6882,-0.2331,28.3267,283.9988,3.5692
0.8882,1.6895,-0.2286,27.2667,283.3807,3.4213
0.8804,1.6919,-0.2235,25.8997,282.8442,3.053
0.8649,1.6972,-0.214,24.4937,281.9619,2.6308
0.8507,1.7046,-0.2037,23.0494,281.5673,2.3447
0.8382,1.7092,-0.1944,20.9882,281.2712,1.0977
0.8254,1.7132,-0.1863,18.4867,281.1697,0.5337
0.8131,1.7164,-0.1787,16.5722,281.049,0.1038
0.8018,1.7197,-0.1727,15.8046,281.452,359.437
0.7963,1.7215,-0.1695,15.4596,281.5226,359.2451
0.7863,1.724,-0.1654,14.9276,282.029,358.8118
0.7816,1.725,-0.1637,14.8165,282.2219,358.5194
0.7733,1.7268,-0.1625,14.3778,282.9718,358.5225
0.7692,1.7276,-0.1619,13.9373,283.3745,358.5155
0.7617,1.729,-0.163,13.2452,284.7936,358.6506
0.7582,1.7297,-0.1644,13.0833,285.6141,358.8951
0.7512,1.731,-0.1677,12.4929,287.1411,359.0785
0.7476,1.7319,-0.17,12.2022,287.9269,359.2534
0.7408,1.7331,-0.1759,11.5717,289.3952,359.6422
0.7339,1.7343,-0.1828,11.0215,291.1586,359.7201
0.7232,1.7343,-0.1959,9.6672,294.6488,359.8374
0.7127,1.7346,-0.2111,9.1024,297.7844,359.6247
0.7092,1.7358,-0.2169,9.3686,298.6625,359.4864
0.7021,1.7382,-0.2297,9.5467,300.3859,358.7489
0.6986,1.7382,-0.2362,9.4906,301.237,358.4841
0.6916,1.7376,-0.2504,9.6473,302.5981,358.3799
0.688,1.7378,-0.2574,9.8023,303.2181,358.2991
0.6812,1.7366,-0.2724,9.8982,303.9168,357.9613
0.6708,1.7351,-0.2939,10.1397,305.3265,358.0874
0.6603,1.7345,-0.3145,10.5489,306.9526,358.2892
0.6493,1.7352,-0.3336,10.7367,308.6171,358.4511
0.6458,1.7357,-0.3392,10.8003,309.136,358.4495
0.6389,1.7367,-0.3501,11.2843,310.1758,358.7341
0.6357,1.7372,-0.3552,11.5214,310.7623,358.7127
0.6293,1.7377,-0.3652,11.8739,311.7541,359.0947
0.6266,1.7378,-0.3699,12.0881,312.2829,359.3831
0.621,1.7374,-0.3792,12.3785,313.1829,359.9299
0.6161,1.7364,-0.3878,12.4695,314.1753,0.6981
0.6137,1.7358,-0.392,12.5283,314.5949,1.1731
0.6102,1.7344,-0.3999,12.8148,315.3632,1.788
0.6082,1.7338,-0.4035,12.9457,315.6534,2.1846
0.6052,1.7325,-0.4104,13.1868,316.1002,2.8319
0.6035,1.732,-0.4136,13.346,316.3638,3.1652
0.6016,1.7315,-0.4191,13.7198,316.5701,3.3279
0.5997,1.7305,-0.4253,14.0147,316.6074,3.0526
0.5982,1.7297,-0.4295,14.0284,316.5402,2.5125
0.5976,1.7292,-0.4321,13.8454,316.3472,1.9628
0.5976,1.7292,-0.4347,13.3697,316.1895,1.2352
0.5977,1.7293,-0.436,12.8489,316.1483,0.7773
0.5982,1.7299,-0.4375,12.3146,316.3087,0.1608
0.5989,1.7303,-0.438,11.9876,316.4656,359.8391
0.5994,1.731,-0.4383,11.5222,316.9529,358.935
0.6002,1.7311,-0.4382,11.3812,317.3803,358.272
0.6015,1.7312,-0.4374,11.3945,318.1878,356.9319
0.603,1.7307,-0.4364,11.6409,319.0018,355.4916
0.6048,1.7295,-0.4355,12.4032,319.7131,353.9131
0.6066,1.7281,-0.4348,13.5154,320.1531,352.277
0.6092,1.7265,-0.4355,14.6632,319.8316,350.8123
0.6117,1.7241,-0.4368,16.2708,318.0569,348.5369
0.6133,1.7217,-0.4395,17.8451,315.1037,346.7517
0.6146,1.7199,-0.4418,19.1207,312.7581,345.3556
0.6155,1.7198,-0.443,19.2891,312.6855,345.3586
0.6169,1.72,-0.4443,19.1323,312.8918,345.1105
0.6178,1.72,-0.4448,18.7756,313.4989,345.4967
0.6196,1.7207,-0.4464,18.3643,314.0539,345.331
0.6224,1.7217,-0.4492,17.532,315.22,345.2405
0.6233,1.7221,-0.4502,17.3156,315.5109,344.9819
0.6264,1.7226,-0.453,16.4716,316.2096,344.7248
0.6277,1.723,-0.4541,15.8844,316.6242,344.449
0.6315,1.7234,-0.4573,14.6244,317.7393,344.1756
0.6334,1.7241,-0.4586,14.2736,318.1284,344.1934
0.6372,1.7252,-0.4614,12.6943,319.0282,344.2885
0.6387,1.7258,-0.4625,11.8889,319.4312,344.3532
0.6421,1.7269,-0.4652,10.2415,319.8556,344.2574
0.6454,1.7277,-0.4673,8.843,319.9321,344.4798
0.647,1.7274,-0.4684,8.304,319.9528,344.5005
0.6502,1.7284,-0.47,7.1483,320.1778,344.4468
0.6509,1.7279,-0.4702,7.4229,320.2177,344.403
0.6513,1.7273,-0.4704,7.6923,320.3508,344.3707
0.6521,1.727,-0.4705,7.8626,320.4575,344.303
0.6532,1.7267,-0.4699,8.3872,320.8629,344.1437
0.6536,1.7265,-0.4692,8.7294,321.0345,343.874
0.6544,1.727,-0.4679,9.0342,321.3352,343.6013
0.655,1.7273,-0.4666,9.2975,321.6522,343.3022
0.6556,1.7274,-0.465,9.515,322.122,342.9396
0.6566,1.727,-0.4629,9.7611,322.8976,342.5524
0.6571,1.7268,-0.4622,9.7763,323.108,342.464
0.6579,1.7266,-0.4607,10.0239,323.9003,342.3432
0.658,1.7266,-0.4602,9.9852,324.1754,342.3456
0.6581,1.7268,-0.4594,9.7338,324.5062,342.3858
0.658,1.7267,-0.4592,9.6538,324.5996,342.4117
0.6569,1.7269,-0.4578,9.4831,324.9627,342.5584
0.6558,1.7269,-0.4571,9.4135,325.0431,342.6279
0.6549,1.7269,-0.4566,9.3595,325.0738,342.6299
0.6533,1.7269,-0.4559,9.2724,325.0438,342.7437
0.6513,1.727,-0.455,9.1764,324.983,342.8784
0.6493,1.7273,-0.4543,9.2299,324.8681,343.0371
0.6479,1.7275,-0.4537,9.2569,324.8022,343.1005
0.6456,1.7278,-0.4529,9.4216,324.663,343.1762
0.6422,1.7279,-0.4515,9.8374,324.4499,343.4899
0.6409,1.7278,-0.451,9.9879,324.2749,343.7757
0.6376,1.7276,-0.4503,10.4019,323.6955,344.4314
0.6367,1.7276,-0.4501,10.479,323.3795,344.7124
0.635,1.7271,-0.4502,10.5579,322.957,345.1679
0.6346,1.7272,-0.4501,10.5282,322.7806,345.2596
0.6328,1.7273,-0.4499,10.3581,322.5536,345.648
0.6324,1.7274,-0.45,10.336,322.5467,345.5871
0.6298,1.7276,-0.45,10.2222,322.4499,345.9207
0.626,1.7284,-0.4507,9.7577,322.1711,346.8407
0.6248,1.7287,-0.4509,9.6358,322.0439,347.1193
0.6224,1.729,-0.4516,9.4139,321.895,347.8852
0.6215,1.7288,-0.4519,9.3987,321.7136,348.1003
0.6203,1.7284,-0.4521,9.5108,321.7184,348.2349
0.6194,1.7283,-0.4521,9.7426,321.6848,348.394
0.618,1.7278,-0.4521,10.0303,321.7027,348.5284
0.616,1.7272,-0.4518,10.4842,321.6948,348.664
0.6153,1.7271,-0.4516,10.6395,321.711,348.7007
0.6135,1.7265,-0.451,11.0689,321.852,348.7146
0.6127,1.7263,-0.4508,11.3299,321.9081,348.7809
0.6114,1.7258,-0.4503,11.731,321.9759,348.8048
0.6107,1.7257,-0.4501,12.023,322.0718,348.8518
0.6095,1.7254,-0.4495,12.2966,322.1264,348.8931
0.6084,1.7253,-0.4489,12.5132,322.1992,348.922
0.6075,1.7251,-0.4482,12.6949,322.2786,348.913
0.6064,1.725,-0.4473,12.9304,322.4379,348.8358
0.6058,1.7249,-0.4467,13.1027,322.5167,348.7494
0.6049,1.7247,-0.4458,13.3802,322.6169,348.5402
0.6042,1.7244,-0.4451,13.6656,322.7823,348.4397
0.6035,1.724,-0.4444,14.0269,322.8474,348.3719
0.6025,1.7238,-0.4438,14.428,322.9974,348.3219
0.6023,1.7237,-0.4437,14.4535,323.0179,348.336
0.6013,1.7236,-0.4435,14.65,323.0527,348.4254
0.6009,1.7235,-0.4435,14.7423,323.0531,348.5058
0.5999,1.7235,-0.4438,14.8333,322.9068,348.7292
0.5995,1.7235,-0.444,14.8192,322.7988,348.7898
0.5979,1.724,-0.445,14.417,322.1771,349.1428
0.5974,1.7241,-0.4453,14.2647,321.9482,349.2552
0.5966,1.7243,-0.4462,14.1172,321.3783,349.368
0.596,1.7243,-0.4467,14.0891,321.2332,349.5019
0.5952,1.7245,-0.4476,14.0168,321.1161,349.923
0.5936,1.7255,-0.4485,13.6861,320.9684,351.6209
0.5932,1.7256,-0.449,13.5222,320.8518,352.0865
0.5925,1.7256,-0.45,13.5967,320.4628,352.668
0.5925,1.7254,-0.4505,13.7479,320.1885,352.7849
0.5925,1.7251,-0.4511,13.8201,319.8301,352.7407
0.5926,1.7247,-0.452,13.8389,319.3128,352.7318
0.5926,1.7246,-0.4524,13.8775,319.2483,352.856
0.5927,1.7244,-0.4536,13.7886,318.8192,353.2906
0.5927,1.7245,-0.4541,13.7802,318.7383,353.6561
0.5922,1.7244,-0.4556,13.6428,318.7461,355.1684
0.5921,1.7241,-0.4561,13.7373,318.6826,355.8383
0.5918,1.7225,-0.4567,14.4373,318.5636,356.9699
0.5917,1.7215,-0.457,15.1578,318.5176,357.4924
0.5915,1.7155,-0.457,19.1123,318.4663,358.357
0.5918,1.706,-0.4577,25.5781,318.5299,359.4656
0.5919,1.7023,-0.4575,27.9533,318.6087,359.464
0.5922,1.6962,-0.4569,31.5734,319.0785,359.5707
0.5923,1.6942,-0.4562,32.3925,319.45,359.681
0.5927,1.6906,-0.4556,33.7969,320.1093,359.7451
0.593,1.6901,-0.4555,33.8143,320.3152,359.7104
0.5937,1.6888,-0.4557,34.3399,320.7327,0.0072
0.5942,1.6889,-0.456,34.0791,320.5977,359.976
0.5939,1.6901,-0.4557,33.6144,320.4251,-0.002
0.5945,1.6902,-0.456,33.4884,320.3432,359.9481
0.5952,1.6903,-0.4563,33.3886,320.2407,359.842
0.5961,1.6905,-0.4565,33.2051,320.2832,359.806
0.5971,1.6908,-0.4567,32.9679,320.4094,359.7569
0.598,1.6912,-0.4567,32.781,320.4603,359.764
0.5981,1.6913,-0.4566,32.7777,320.4356,359.7522
0.599,1.6914,-0.4567,32.7131,320.3101,359.6699
0.5998,1.6914,-0.457,32.7393,320.063,359.5866
0.6006,1.6914,-0.4572,32.73,319.7939,359.5053
0.6019,1.6916,-0.4572,32.6456,319.4964,359.4359
0.6029,1.6919,-0.4572,32.439,319.532,359.5151
0.6049,1.6923,-0.4569,32.2735,319.8417,359.6385
0.6055,1.6924,-0.4567,32.2432,319.8896,359.613
0.6078,1.6927,-0.4561,32.0744,320.0684,359.5271
0.6088,1.693,-0.4558,31.8549,320.1188,359.4467
0.6114,1.6939,-0.455,31.5152,319.9741,359.2196
0.6124,1.6942,-0.4546,31.2878,319.905,359.2005
0.6153,1.6961,-0.4522,30.1829,319.5527,358.8661
0.6155,1.6967,-0.4516,30.1151,319.4962,358.8251
0.6165,1.6986,-0.4489,29.6038,318.998,358.6503
0.6169,1.6995,-0.4473,29.2055,318.748,358.5474
0.6171,1.701,-0.4426,28.6414,318.4496,358.7517
0.6175,1.7007,-0.437,28.2411,318.1367,358.9203
0.6176,1.7001,-0.4341,28.2385,318.0988,358.9843
0.6184,1.6997,-0.4298,28.3283,318.0495,358.5743
0.6204,1.7,-0.4224,27.5808,318.0425,356.9356
0.6251,1.703,-0.4137,26.5161,318.3342,353.825
0.6287,1.7048,-0.4085,25.9178,318.8168,352.9358
0.6355,1.7078,-0.3988,25.6547,319.246,352.4072
0.6434,1.71,-0.3882,25.7883,318.2912,352.856
0.6474,1.7111,-0.3824,25.7349,317.5476,353.1971
0.6573,1.7127,-0.3676,25.6836,315.0916,354.132
0.6627,1.7134,-0.3599,25.7467,313.9927,354.1065
0.6768,1.7132,-0.3397,25.0238,311.1221,352.9072
0.6843,1.7128,-0.3291,24.5755,309.8677,352.3766
0.7015,1.7101,-0.3045,24.0655,307.6909,351.5485
0.7099,1.7084,-0.2922,23.7018,306.6801,351.2399
0.7271,1.7049,-0.2647,22.6645,304.8246,351.742
0.7524,1.7028,-0.2254,21.8397,301.6431,352.5515
0.761,1.703,-0.2118,21.6914,300.359,353.121
0.7777,1.7042,-0.1855,21.6999,298.3284,353.6697
0.7853,1.7064,-0.173,21.7079,297.4398,353.9561
0.8002,1.7105,-0.1497,21.3196,295.7024,354.7283
0.8076,1.7116,-0.1398,21.1823,294.7341,354.9038
0.8222,1.7135,-0.1214,20.9494,293.1142,354.5629
0.8366,1.717,-0.1057,20.1573,291.5891,354.6244
0.8435,1.7195,-0.0986,19.5104,290.9179,354.5408
0.8575,1.7227,-0.0867,17.3816,289.52,354.3196
0.8644,1.7238,-0.0811,16.4336,288.9173,354.0609
0.8779,1.7254,-0.071,14.8411,287.9276,353.253
0.8846,1.7261,-0.0663,14.0648,287.4419,353.0082
0.8961,1.7264,-0.0578,12.9852,286.767,352.0503
0.9131,1.7277,-0.0467,11.8336,286.0003,350.7392
0.9293,1.7291,-0.0378,10.7725,285.6819,349.9662
0.9342,1.7297,-0.0352,10.6459,285.6303,349.7482
0.9441,1.731,-0.0305,9.8491,285.4555,349.3735
0.9487,1.7311,-0.0284,9.2158,285.3654,349.3256
0.9587,1.7319,-0.025,8.3533,284.8325,348.6832
0.9693,1.7321,-0.0223,7.5693,284.233,348.5695
0.9747,1.7319,-0.0213,7.0088,283.9296,348.3017
0.9866,1.7308,-0.0195,6.3528,283.4648,347.8585
0.9929,1.7301,-0.019,6.0988,283.2302,347.6593
1.0071,1.7285,-0.0184,6.3935,282.8686,347.8698
1.0146,1.7275,-0.0186,6.6749,282.8464,347.9223
1.0322,1.7247,-0.0195,7.772,283.0831,348.3855
1.051,1.7213,-0.0212,8.7371,283.2401,348.988
1.0608,1.7194,-0.0217,8.9059,283.3003,349.3371
1.0899,1.7153,-0.0249,9.777,283.2268,350.2342
1.1192,1.7109,-0.0289,10.7535,283.2912,351.162
1.1283,1.7102,-0.0292,11.0505,283.4221,351.5973
