HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ
0.0324,1.6788,-0.4949,359.3046,358.3099,359.838
0.0205,1.6798,-0.4697,359.5976,359.8538,359.8681
0.0173,1.6795,-0.4621,359.8459,0.7985,359.9406
0.0118,1.6785,-0.4472,0.1105,2.1361,0.1834
0.0092,1.678,-0.4402,0.3954,2.6702,0.352
0.0048,1.677,-0.4279,1.0556,3.3412,0.4781
0.0026,1.6766,-0.4221,1.3793,3.6311,0.548
-0.0008,1.6756,-0.4123,2.0142,3.6172,0.6859
-0.0024,1.6751,-0.4079,2.458,3.5575,0.7248
-0.0049,1.6739,-0.4011,3.1729,3.467,0.721
-0.006,1.6733,-0.3981,3.4415,3.3924,0.7051
-0.0071,1.6723,-0.395,3.7226,2.9917,0.6419
-0.0073,1.6713,-0.3916,4.2836,2.7919,0.7367
-0.0071,1.6712,-0.3915,4.3194,2.715,0.7473
-0.0061,1.6712,-0.3919,4.5042,2.8973,0.8289
-0.0046,1.6709,-0.3924,4.8308,3.075,0.8113
-0.0008,1.6704,-0.3955,5.6124,3.5857,0.6312
0.0039,1.6704,-0.4015,6.3461,4.3361,0.4363
0.0059,1.6702,-0.4048,6.5172,4.4469,0.4603
0.01,1.6704,-0.4134,6.8107,4.2644,0.7164
0.0118,1.6705,-0.4177,7.0039,4.2375,0.719
0.0165,1.6709,-0.4293,6.8499,3.794,0.8141
0.0192,1.671,-0.4358,7.128,3.4312,0.8822
0.0246,1.6706,-0.4493,7.1621,2.8396,0.7353
0.0277,1.6702,-0.4569,7.2009,2.4576,0.5248
0.0345,1.6685,-0.4733,7.8639,1.9385,0.3096
0.0419,1.6668,-0.491,7.9997,1.617,359.6904
0.0462,1.6657,-0.5012,8.3588,1.4857,359.4525
0.0554,1.6633,-0.5215,8.7088,1.1547,359.417
0.0604,1.6626,-0.5318,8.9714,0.9135,359.4324
0.0712,1.6617,-0.5524,9.5779,0.2493,359.4853
0.0766,1.6615,-0.5625,9.6079,0.0482,359.3781
0.0883,1.6619,-0.5828,8.508,359.429,359.2894
0.094,1.6621,-0.5928,7.9074,359.2726,359.3018
0.1053,1.6636,-0.6115,5.5548,358.9742,359.615
0.1107,1.6641,-0.6207,4.9494,358.8644,359.6147
0.1203,1.6645,-0.6379,4.0853,359.0136,359.8332
0.1248,1.6648,-0.6458,3.722,359.0133,0.0292
0.1323,1.666,-0.66,3.835,359.0064,359.9546
0.1358,1.6671,-0.6667,3.9659,359.0154,359.8518
0.1409,1.6699,-0.6789,4.3566,358.9337,359.678
0.1431,1.6706,-0.685,4.4996,358.8036,359.6977
0.1465,1.6714,-0.6972,4.8978,358.4482,0.084
0.1492,1.671,-0.712,4.4337,357.8311,0.4022
0.1501,1.67,-0.7234,4.2394,357.664,0.1955
0.149,1.67,-0.7367,4.7273,357.8204,359.8208
0.1444,1.6701,-0.7487,4.9014,358.1052,359.6002
0.1365,1.6701,-0.7604,5.1557,358.5021,359.6985
0.1253,1.6692,-0.7723,5.9746,358.8707,359.6005
0.1058,1.6665,-0.7878,7.4704,359.3464,358.8081
0.0937,1.6654,-0.7952,8.3964,359.7396,358.6461
0.0658,1.6677,-0.8074,8.9348,0.4226,358.3759
0.0427,1.6709,-0.8164,9.7777,0.4599,358.2312
0.0229,1.669,-0.825,10.4031,359.8494,357.8073
0.0032,1.6686,-0.8324,11.8981,359.5845,356.9117
-0.0225,1.6679,-0.8431,13.783,359.4496,356.7115
-0.0381,1.6678,-0.849,14.2016,359.7071,357.0927
-0.0537,1.667,-0.8535,15.408,0.1025,356.7491
-0.0658,1.6667,-0.858,17.2592,0.8462,356.7711
-0.0771,1.6669,-0.8635,18.2529,1.9431,356.7062
-0.0851,1.6664,-0.8679,18.4685,2.794,356.7331
-0.0916,1.665,-0.872,19.0092,3.4969,357.0435
-0.0968,1.6643,-0.8756,19.5163,3.8949,357.2339
-0.0996,1.6645,-0.8784,19.5204,4.1008,357.3073
-0.1025,1.6647,-0.8819,19.2774,4.3412,357.331
-0.1036,1.6646,-0.8846,19.0718,4.434,357.4538
-0.1033,1.6652,-0.8868,18.632,4.4151,357.6321
-0.1005,1.6658,-0.8876,17.9121,4.3013,357.7751
-0.0961,1.6665,-0.8867,17.2194,4.2227,357.5527
-0.0901,1.6669,-0.8843,16.6713,4.2629,357.3385
-0.0829,1.6671,-0.8806,16.343,4.3098,357.2077
-0.0748,1.6671,-0.876,16.1084,4.2025,357.2381
-0.0628,1.6669,-0.8688,15.7111,3.6512,357.0779
-0.051,1.6664,-0.8618,15.2974,2.9583,356.9919
-0.0371,1.6657,-0.8538,14.985,2.0988,357.0452
-0.021,1.6651,-0.8453,14.6609,1.2642,357.1791
1.4722,1.7144,0.0946,11.9079,273.3452,359.238
1.4751,1.713,0.0864,12.6827,274.1424,358.977
1.4795,1.7109,0.0754,13.8902,275.3102,358.7334
1.4824,1.709,0.0672,14.552,276.3669,358.6861
1.4859,1.7071,0.0567,15.3644,277.7601,358.946
1.4877,1.706,0.0515,15.752,278.5295,359.0945
1.4918,1.7037,0.0395,16.109,280.8929,359.4188
1.4947,1.7025,0.0312,16.0651,283.0556,359.493
1.4974,1.7016,0.0233,15.9827,285.7281,359.5256
1.4978,1.7022,0.0202,15.6862,286.7331,359.5116
1.499,1.702,0.0165,15.584,287.7697,359.4965
1.4999,1.703,0.0102,14.9855,289.222,359.1597
1.4999,1.7038,0.0074,14.6514,289.7503,358.9706
1.5003,1.7048,0.0023,14.3217,290.6591,358.7394
1.5006,1.7063,-0.0021,14.1681,291.61,358.8252
1.5007,1.7069,-0.0043,13.9893,292.1663,358.9253
1.5007,1.7078,-0.0061,13.6841,292.5369,358.9516
1.5007,1.7089,-0.0098,12.9302,293.1728,358.9241
1.5006,1.7093,-0.0135,12.336,293.7029,358.6472
1.5007,1.7096,-0.0154,12.3047,294.0866,358.5277
1.5008,1.7097,-0.0189,12.1732,294.379,358.3719
1.5009,1.7098,-0.0199,12.1795,294.4289,358.3368
1.5013,1.7101,-0.0226,12.1218,294.5057,358.4296
1.5016,1.7102,-0.0236,12.099,294.5272,358.5517
1.5024,1.7103,-0.0269,12.2086,294.5736,358.6852
1.5028,1.7103,-0.0286,12.233,294.6038,358.7841
1.5039,1.7105,-0.0341,11.8953,294.1725,358.7861
1.5039,1.7114,-0.0388,11.4428,293.1043,358.5619
1.5036,1.7117,-0.0399,11.3084,292.7897,358.4831
1.503,1.7125,-0.0419,11.1733,292.324,358.3178
1.5025,1.7127,-0.0447,11.1928,292.0856,358.3867
1.502,1.7124,-0.0471,11.5538,291.8917,358.6639
1.5017,1.7121,-0.0485,11.7295,291.7715,358.914
1.5014,1.7116,-0.0508,11.9789,291.0675,359.2974
1.5013,1.7114,-0.052,12.0605,290.5252,359.576
1.5014,1.7115,-0.0531,11.9781,289.8094,359.8989
1.5016,1.7115,-0.0536,11.9362,289.6692,359.9435
1.5019,1.7111,-0.0543,12.0556,289.146,0.1376
1.502,1.7109,-0.0543,12.0673,288.9371,0.0939
1.5026,1.7101,-0.0547,12.508,288.5511,0.2422
1.5034,1.7096,-0.055,12.5852,288.3911,0.2454
1.5035,1.7095,-0.0549,12.5996,288.356,0.2595
1.5045,1.7089,-0.0549,12.5302,288.1202,0.3175
1.5046,1.7088,-0.055,12.4943,288.146,0.3387
1.5053,1.7086,-0.0548,12.3145,287.9189,0.3563
1.5056,1.7085,-0.0549,12.2476,287.8315,0.3814
1.5061,1.7085,-0.0546,12.1631,287.562,0.3735
1.5064,1.7087,-0.0546,12.1651,287.4244,0.324
1.5066,1.7088,-0.0543,12.2312,287.2766,0.223
1.5068,1.709,-0.0542,12.4034,287.1064,0.0702
1.5069,1.7091,-0.0542,12.4661,287.0839,0.0129
1.5068,1.7094,-0.0544,12.5712,287.0671,0.011
1.5067,1.7096,-0.0546,12.6356,287.0475,0.0493
1.5066,1.7099,-0.0551,12.8356,286.9776,0.2601
1.5066,1.71,-0.0554,13.0038,286.9284,0.4085
1.5069,1.7094,-0.0562,13.3649,286.7878,0.7329
1.507,1.7092,-0.0563,13.4593,286.7061,0.8185
1.5074,1.7082,-0.0568,13.8092,286.5498,1.2032
1.508,1.7073,-0.0572,14.1527,286.3195,1.5154
1.5085,1.7069,-0.0573,14.3286,286.0905,1.7322
1.5094,1.7062,-0.0574,14.6091,285.8299,2.1578
1.5099,1.706,-0.0574,14.7642,285.6912,2.3261
1.511,1.7057,-0.0573,14.9502,285.4658,2.508
1.5115,1.7055,-0.0571,15.0675,285.355,2.5873
1.5126,1.7051,-0.0567,15.3684,285.2408,2.6511
1.513,1.7048,-0.0564,15.5493,285.1924,2.6709
1.5139,1.7042,-0.0555,15.9918,285.0635,2.569
1.5142,1.7039,-0.0551,16.1261,285.0916,2.5925
1.5154,1.7028,-0.0535,16.7211,285.1849,2.5792
1.5158,1.7024,-0.053,16.892,285.2173,2.532
1.5166,1.7017,-0.0518,17.2319,285.4257,2.5905
1.517,1.7016,-0.0511,17.4094,285.4164,2.5646
1.5185,1.7011,-0.0491,17.7517,285.5007,2.4281
1.5201,1.7008,-0.0469,17.9908,285.6084,2.1524
1.522,1.7006,-0.0444,18.2726,285.6799,1.7414
1.5223,1.7006,-0.0441,18.3374,285.7361,1.6232
1.5229,1.7007,-0.0431,18.2779,285.7356,1.5239
1.5235,1.7009,-0.0421,18.2428,285.8119,1.3424
1.5243,1.7011,-0.0405,18.1294,285.9492,1.1262
1.5249,1.7013,-0.0389,18.0838,286.1753,0.8712
1.5253,1.7017,-0.0376,18.0045,286.354,0.704
1.5255,1.702,-0.0365,17.9214,286.4827,0.5617
1.5259,1.7024,-0.0351,17.7221,286.5669,0.4199
1.5264,1.7029,-0.0339,17.414,286.7253,0.2841
1.527,1.7033,-0.0331,17.206,286.8903,0.2533
1.528,1.704,-0.0322,16.649,287.0334,0.2299
1.5281,1.704,-0.0321,16.5564,287.1032,0.2461
1.5287,1.7044,-0.0317,16.2967,287.1019,0.1754
1.5291,1.7047,-0.0314,16.1259,287.1761,0.1433
1.5298,1.7049,-0.0308,15.8665,287.3066,0.1175
1.5302,1.7051,-0.0305,15.8261,287.3193,0.1143
1.5309,1.7052,-0.0297,15.678,287.4059,0.0495
1.5317,1.7052,-0.0286,15.5199,287.5227,-0.0023
1.5321,1.7053,-0.028,15.4504,287.5543,359.9445
1.5329,1.7054,-0.0266,15.2726,287.681,359.8489
1.5333,1.7054,-0.026,15.181,287.6605,359.7552
1.5343,1.7053,-0.0241,15.002,287.7589,359.4646
1.5347,1.7053,-0.0234,14.962,287.8345,359.3525
1.5358,1.7053,-0.0216,14.9325,288.0141,359.1313
1.5362,1.7053,-0.0209,14.9432,288.1546,359.0498
1.5371,1.7054,-0.0193,14.889,288.3455,358.845
1.5373,1.7055,-0.0186,14.8109,288.4678,358.7308
1.5378,1.7056,-0.0172,14.7739,288.672,358.664
1.5384,1.7056,-0.0158,14.8399,288.7879,358.4947
1.5387,1.7057,-0.0143,14.9024,288.9368,358.3482
1.5393,1.7055,-0.012,15.0323,289.1887,358.2088
1.5393,1.7055,-0.0117,15.0206,289.2218,358.1857
1.5397,1.7054,-0.0104,15.1498,289.3719,358.0662
1.5402,1.7052,-0.0087,15.3734,289.5399,357.9723
1.5404,1.7051,-0.0081,15.3821,289.5556,357.8806
1.5409,1.7053,-0.0063,15.5941,289.67,357.7043
1.541,1.7054,-0.0055,15.6794,289.8097,357.5804
1.5413,1.7056,-0.0038,15.9679,289.7956,357.4428
1.5414,1.7056,-0.0032,16.063,289.8614,357.4252
1.5412,1.7054,-0.0014,16.5846,289.8765,357.2118
1.541,1.7051,-0.001,16.6645,289.9487,357.2171
1.5404,1.7046,0.0003,17.0191,290.0891,357.1763
1.54,1.7044,0.0008,17.2281,290.2536,357.1712
1.5385,1.7037,0.0027,17.7553,290.6003,357.0645
1.5369,1.7029,0.0044,18.3279,290.9615,356.9623
1.5368,1.7028,0.0046,18.3901,290.9574,356.9521
1.5357,1.7024,0.0056,18.8069,291.1341,356.7825
1.5351,1.7021,0.0061,19.0058,291.2622,356.6626
1.5341,1.7018,0.0067,19.381,291.5182,356.6236
1.5337,1.7016,0.007,19.5352,291.5447,356.511
1.5327,1.7012,0.0072,19.8379,291.7,356.4143
1.5313,1.7007,0.0074,20.1303,291.8268,356.2782
1.5291,1.7002,0.0073,20.4251,292.0256,356.0041
1.526,1.6993,0.0066,21.0682,292.2065,355.8988
1.5236,1.6986,0.0059,21.6586,292.3405,355.873
1.5201,1.6975,0.0046,22.3442,292.4208,355.7453
1.5171,1.6969,0.0035,22.883,292.4865,355.7299
1.5142,1.6963,0.0025,23.2055,292.4671,355.7551
1.5099,1.6956,0.0014,23.8518,292.3165,355.7859
1.5062,1.6949,0.0004,24.4445,292.2323,355.9235
1.5035,1.6944,-0.0005,24.7554,292.0829,356.0161
1.501,1.6943,-0.0014,24.8733,291.9807,355.9461
1.4984,1.6942,-0.0024,24.9305,291.9058,355.9218
1.4952,1.6941,-0.0035,25.0878,291.7907,355.9851
1.4921,1.6938,-0.0048,25.3273,291.4606,356.1222
1.4902,1.6936,-0.0059,25.4438,291.1616,356.2283
1.4891,1.6935,-0.0066,25.5593,290.9506,356.2711
1.4887,1.6934,-0.007,25.6107,290.9059,356.3583
1.4875,1.6933,-0.0082,25.7253,290.6303,356.4196
1.4874,1.6933,-0.0083,25.7025,290.6255,356.4084
1.487,1.6932,-0.009,25.7316,290.565,356.4652
1.4864,1.6932,-0.0097,25.7409,290.5146,356.5374
1.4863,1.6932,-0.01,25.7474,290.5109,356.544
1.4859,1.6932,-0.0108,25.7678,290.4556,356.5977
1.4858,1.6931,-0.0111,25.7641,290.4573,356.6388
1.4857,1.693,-0.0121,25.7515,290.346,356.6917
1.4857,1.693,-0.0122,25.7645,290.3202,356.6815
1.4858,1.6929,-0.0128,25.759,290.2253,356.7273
1.4858,1.6929,-0.0132,25.7614,290.1592,356.7078
1.486,1.6927,-0.0139,25.8092,290.0977,356.7647
1.4862,1.6926,-0.0147,25.8738,290.027,356.7976
1.4863,1.6925,-0.015,25.8853,290.0182,356.813
1.4867,1.6924,-0.0159,25.9184,289.9196,356.8804
1.4869,1.6923,-0.0163,25.9261,289.8753,356.934
1.4875,1.6924,-0.0173,25.9094,289.7621,357.0473
1.4878,1.6924,-0.0177,25.8758,289.6766,357.1265
1.4887,1.6924,-0.0187,25.763,289.4571,357.1986
1.489,1.6925,-0.0191,25.7235,289.3557,357.2011
1.49,1.6926,-0.0202,25.6289,289.088,357.2977
1.4903,1.6925,-0.0205,25.5961,289.027,357.3305
1.4912,1.6925,-0.0215,25.5997,288.7926,357.3556
1.4922,1.6923,-0.0223,25.7007,288.4936,357.3509
1.4929,1.6921,-0.023,25.7627,288.3121,357.3937
1.4931,1.692,-0.0231,25.7958,288.2605,357.412
1.4942,1.6916,-0.024,25.8785,288.0059,357.5157
1.4943,1.6916,-0.0241,25.8911,287.9836,357.52
1.4956,1.6912,-0.0249,26.0079,287.6142,357.6145
1.4956,1.6913,-0.025,26.0109,287.637,357.5928
1.4963,1.6911,-0.0254,25.9728,287.4224,357.6415
1.4969,1.6912,-0.0259,25.97,287.2173,357.6635
1.4971,1.6912,-0.0262,25.9051,287.1313,357.671
1.4975,1.6913,-0.0267,25.8663,287.0077,357.6656
1.4976,1.6914,-0.0269,25.8228,286.9736,357.6702
1.4978,1.6914,-0.0274,25.7775,286.9227,357.6808
1.4978,1.6915,-0.0275,25.769,286.9234,357.7024
1.4978,1.6915,-0.028,25.76,286.8924,357.7498
1.4977,1.6915,-0.0282,25.7604,286.8816,357.7773
1.4974,1.6915,-0.0287,25.7656,286.8351,357.8243
1.4971,1.6915,-0.0292,25.8027,286.7383,357.8717
1.4969,1.6914,-0.0294,25.8156,286.6491,357.9015
1.4967,1.6914,-0.0296,25.8103,286.5836,357.9141
1.4962,1.6916,-0.0303,25.8379,286.2512,357.9848
1.4962,1.6916,-0.0303,25.8543,286.2662,358.0522
1.4961,1.6917,-0.0306,25.8027,286.0871,358.1269
1.4961,1.6918,-0.0308,25.728,285.9204,358.1485
1.4962,1.6922,-0.0311,25.6271,285.7094,358.2422
1.4964,1.6924,-0.0312,25.4903,285.5358,358.2845
1.4967,1.6928,-0.0313,25.2865,285.2835,358.2671
1.4974,1.6932,-0.0311,24.9706,284.993,358.3269
1.4977,1.6934,-0.031,24.8058,284.9474,358.3602
1.4991,1.6947,-0.0305,24.0484,284.6464,358.3545
1.5,1.6958,-0.0302,23.2254,284.474,358.3241
1.5017,1.6987,-0.0298,21.1462,284.1593,358.3871
1.5025,1.6998,-0.0296,20.1969,284.0656,358.4777
1.505,1.7022,-0.0291,18.4918,283.7167,358.4978
1.5063,1.7031,-0.0288,17.7571,283.6099,358.6076
1.509,1.7046,-0.028,16.6509,283.3895,358.6484
1.5116,1.7056,-0.027,15.8142,283.3548,358.825
1.513,1.7059,-0.0264,15.4615,283.1985,358.7499
1.5142,1.7063,-0.0258,15.1712,283.1949,358.7231
1.5165,1.7064,-0.0245,14.933,283.3182,358.7213
1.517,1.7065,-0.0242,14.8811,283.336,358.7434
1.5189,1.7065,-0.0229,14.8371,283.4278,358.7964
1.5193,1.7065,-0.0226,14.8166,283.4729,358.8328
1.5207,1.7065,-0.0214,14.8202,283.5735,358.8447
1.5232,1.7066,-0.0192,14.8337,283.8107,358.8861
1.524,1.7067,-0.0185,14.784,283.855,358.8186
1.5262,1.7069,-0.016,14.6524,284.1766,358.7213
1.5271,1.7071,-0.015,14.5867,284.3506,358.6625
1.5288,1.7073,-0.0127,14.3986,284.6956,358.5203
1.5293,1.7074,-0.0119,14.3449,284.7679,358.4283
1.5304,1.7076,-0.0094,14.2352,285.1644,358.1956
1.5308,1.7077,-0.0083,14.1973,285.3945,358.0516
1.5314,1.7077,-0.0059,14.2695,285.9274,357.6725
1.5315,1.7076,-0.005,14.3513,286.1824,357.531
1.5314,1.7073,-0.0029,14.5969,286.6992,357.1815
1.531,1.707,-0.0011,15.0173,287.2444,356.7466
1.5305,1.7066,-0.0003,15.2759,287.5403,356.6035
1.5303,1.7063,0.0006,15.4538,287.6971,356.396
1.5297,1.7055,0.002,16.3309,288.2364,355.9921
1.5294,1.705,0.0027,16.6643,288.5106,355.8144
1.5291,1.7039,0.0042,17.8306,289.0339,355.409
1.5284,1.7019,0.0057,19.2459,289.6425,355.0025
1.5281,1.7008,0.0064,20.1293,289.844,354.8499
1.5273,1.6986,0.0077,21.8823,290.2146,354.7257
1.5268,1.6975,0.0082,22.6673,290.3734,354.6436
1.5257,1.6957,0.0093,24.0454,290.3228,354.6271
1.5251,1.6948,0.0097,24.663,290.2382,354.5851
1.5238,1.6932,0.0103,25.8614,289.8972,354.427
1.5233,1.6924,0.0105,26.4043,289.7764,354.4019
1.5222,1.6912,0.0109,27.1592,289.3513,354.1273
1.5216,1.6909,0.0111,27.5577,289.2414,354.0107
1.5206,1.6906,0.0113,27.7419,289.2805,354.0417
1.5199,1.6903,0.0113,27.7471,289.3154,354.0942
1.519,1.69,0.0113,27.8783,289.3143,354.1006
1.5189,1.6899,0.0113,27.9063,289.2555,354.0664
1.5177,1.6896,0.0113,28.192,289.234,354.1204
1.5167,1.6893,0.0113,28.3954,289.1636,354.1415
1.5157,1.6889,0.0111,28.5567,289.148,354.1974
1.5144,1.6885,0.0109,28.8009,289.0056,354.2076
1.514,1.6884,0.0108,28.8598,289.0502,354.2311
1.5127,1.6881,0.0105,29.0406,288.9601,354.2142
1.5123,1.6881,0.0104,29.0885,288.9592,354.2
1.5111,1.6879,0.01,29.198,288.95,354.2315
1.5105,1.6878,0.0098,29.2634,288.9702,354.2953
1.5092,1.6876,0.0093,29.3969,288.9685,354.3758
1.5087,1.6875,0.0091,29.44,288.9884,354.4321
1.5075,1.6872,0.0086,29.5809,288.9862,354.477
1.5069,1.6871,0.0084,29.6811,288.9853,354.4817
1.5054,1.6868,0.0079,29.9726,288.9867,354.5686
1.5045,1.6865,0.0075,30.1419,288.9455,354.5313
1.5039,1.6863,0.0073,30.288,288.9888,354.5809
1.503,1.6861,0.0071,30.4869,288.9587,354.6217
1.5025,1.6857,0.0069,30.5663,288.9983,354.6868
1.5022,1.6857,0.0069,30.6642,288.9928,354.6956
1.5017,1.6852,0.0069,30.8386,289.0016,354.7837
1.5012,1.6846,0.007,31.0879,289.1143,354.8786
1.5011,1.6843,0.0071,31.18,289.1591,354.8974
1.5009,1.6837,0.0074,31.4272,289.3182,355.0282
1.501,1.6836,0.0075,31.5123,289.3362,355.0104
1.5012,1.6832,0.0078,31.7045,289.517,355.0781
1.5014,1.6831,0.0078,31.6923,289.5643,355.0506
1.502,1.6829,0.0082,31.8187,289.7214,355.0716
1.5022,1.6828,0.0084,31.839,289.8028,355.0732
1.5029,1.6827,0.0087,31.8515,289.9191,355.0847
1.5037,1.6826,0.0091,31.8154,290.0741,355.1359
1.504,1.6826,0.0093,31.7806,290.1183,355.134
1.5043,1.6827,0.0095,31.7404,290.1612,355.1403
1.5057,1.6828,0.0106,31.4358,290.3264,355.0356
1.5058,1.6828,0.0107,31.4525,290.3213,354.9958
1.5074,1.6828,0.0119,31.2655,290.5942,354.9118
1.5074,1.6829,0.0119,31.3046,290.5631,354.9209
1.5084,1.6829,0.0126,31.2934,290.7053,354.8222
1.5096,1.6828,0.0135,31.3241,290.9908,354.748
1.51,1.6827,0.0138,31.3233,291.0348,354.6776
1.5109,1.6825,0.0147,31.4275,291.1316,354.459
1.5111,1.6825,0.015,31.4364,291.1757,354.4009
1.5116,1.6825,0.0157,31.4645,291.2686,354.2396
1.5118,1.6824,0.016,31.4362,291.2982,354.1984
1.5121,1.6824,0.0168,31.4179,291.376,354.0435
1.5122,1.6824,0.017,31.4596,291.3851,353.998
1.5123,1.6824,0.0177,31.4867,291.3805,353.741
1.5124,1.6823,0.018,31.5332,291.3915,353.6433
1.5125,1.6821,0.0184,31.6596,291.5213,353.4887
1.5126,1.682,0.0187,31.7423,291.5833,353.4007
1.5126,1.682,0.0188,31.7836,291.5965,353.3596
1.5125,1.682,0.019,31.8513,291.6042,353.2292
1.5124,1.682,0.019,31.8656,291.5858,353.1893
1.512,1.6819,0.019,31.9234,291.5479,353.088
1.5117,1.6818,0.0189,31.9974,291.4491,353.0099
1.511,1.6815,0.0187,32.1834,291.2895,352.9347
1.5108,1.6814,0.0185,32.2541,291.2857,352.9675
1.5103,1.6813,0.0181,32.3338,291.2088,352.9275
1.5102,1.6812,0.018,32.3579,291.1907,352.919
1.5096,1.6812,0.0175,32.4016,291.212,352.9109
1.5094,1.6812,0.0172,32.4139,291.2246,352.9178
1.5088,1.6812,0.0167,32.4384,291.2365,352.9073
1.5086,1.6811,0.0164,32.4412,291.2399,352.9097
1.5078,1.6811,0.0156,32.5042,291.2223,352.9431
1.5071,1.6811,0.0149,32.5425,291.1804,352.99
1.5066,1.6811,0.0144,32.5034,291.1652,353.0669
1.5059,1.6812,0.0136,32.4961,291.1364,353.1373
1.5054,1.6812,0.0132,32.5465,291.1155,353.2119
1.5047,1.6812,0.0123,32.6034,291.0669,353.3732
1.5041,1.6813,0.0116,32.6573,290.9847,353.4731
1.504,1.6813,0.0115,32.659,290.9827,353.5261
1.5036,1.6813,0.011,32.6739,290.8759,353.5536
1.5031,1.6813,0.0103,32.6558,290.7168,353.5962
1.5029,1.6813,0.0101,32.6499,290.6556,353.5896
1.5025,1.6813,0.0096,32.6459,290.5173,353.624
1.5024,1.6813,0.0094,32.6607,290.4597,353.6139
1.5022,1.6812,0.0089,32.6871,290.3386,353.6379
1.5021,1.6812,0.0088,32.7064,290.3066,353.6399
1.5019,1.6811,0.0083,32.7042,290.1291,353.627
1.5018,1.6811,0.0081,32.7199,290.1019,353.6483
1.5017,1.6811,0.0077,32.7173,289.9466,353.6132
1.5017,1.681,0.0075,32.6987,289.8706,353.6148
1.5018,1.6809,0.0071,32.6793,289.7737,353.6161
1.502,1.6809,0.0066,32.6798,289.6616,353.6171
1.5023,1.6809,0.0062,32.6369,289.5726,353.6341
1.5023,1.6809,0.0062,32.6216,289.5388,353.6265
1.5029,1.6811,0.0055,32.5127,289.3344,353.6055
1.5029,1.6811,0.0054,32.5137,289.3113,353.6237
1.5033,1.6812,0.005,32.4513,289.1986,353.637
1.5038,1.6812,0.0045,32.402,289.1651,353.7477
1.504,1.6811,0.0043,32.3698,289.1437,353.7894
1.5046,1.6811,0.0038,32.3066,289.0388,353.8391
1.5048,1.6812,0.0037,32.322,289.0002,353.8677
1.5056,1.6811,0.0034,32.2671,288.9105,353.9095
1.5058,1.6811,0.0033,32.2359,288.8672,353.9005
1.5066,1.6811,0.0031,32.1876,288.8126,353.9476
1.507,1.6811,0.003,32.1665,288.7766,353.9732
1.508,1.6811,0.0029,32.095,288.6306,353.9843
1.5089,1.6811,0.0028,32.0092,288.5031,353.9924
1.5097,1.6812,0.0028,31.9665,288.3998,353.9629
1.5113,1.6812,0.003,31.8045,288.2518,353.879
1.5113,1.6812,0.003,31.8105,288.3015,353.9144
1.5128,1.6814,0.0032,31.6295,288.2646,353.7854
1.5129,1.6814,0.0032,31.62,288.2567,353.7912
1.5136,1.6815,0.0033,31.5202,288.3024,353.7385
1.514,1.6816,0.0034,31.4519,288.3058,353.7066
1.5146,1.6818,0.0035,31.3447,288.3301,353.6255
-0.171,1.8825,-0.6237,14.8572,7.6753,358.1126
-0.1704,1.8822,-0.6239,15.0095,7.6289,358.0584
-0.17,1.8821,-0.6241,15.0753,7.5802,357.988
-0.1693,1.8819,-0.6244,15.1531,7.5206,357.9039
-0.1687,1.8817,-0.6246,15.2435,7.5077,357.8399
-0.1684,1.8816,-0.6248,15.2862,7.4611,357.8309
-0.1674,1.8813,-0.6254,15.396,7.3683,357.7408
-0.1672,1.8813,-0.6255,15.4168,7.3421,357.7431
-0.1665,1.881,-0.6259,15.5525,7.3073,357.6428
-0.1655,1.8808,-0.6266,15.7165,7.3713,357.545
-0.1648,1.8807,-0.6271,15.8414,7.4339,357.4371
-0.1635,1.8806,-0.628,16.0354,7.7425,357.2151
-0.1631,1.8805,-0.6283,16.0132,7.8517,357.2157
-0.162,1.8805,-0.629,15.9682,8.237,357.2537
-0.1617,1.8805,-0.6293,16.0052,8.2705,357.2465
-0.161,1.8804,-0.6299,16.0183,8.4013,357.2003
-0.1607,1.8804,-0.6302,16.0235,8.4191,357.165
-0.1598,1.8803,-0.631,16.0504,8.4765,357.0994
-0.1589,1.8803,-0.6317,16.0533,8.5132,357.0312
-0.1588,1.8803,-0.6318,16.063,8.5244,357.0221
-0.1579,1.8803,-0.6325,15.9186,8.5439,356.9567
-0.1579,1.8804,-0.6326,15.9178,8.5445,356.9492
-0.1572,1.8806,-0.633,15.6352,8.5976,356.9056
-0.1566,1.881,-0.6336,15.3429,8.6815,356.9252
-0.1563,1.8812,-0.6338,15.184,8.7459,356.9295
-0.1558,1.8816,-0.6343,14.8298,8.8286,356.92
-0.1555,1.8817,-0.6344,14.6844,8.8185,356.9669
-0.1551,1.8818,-0.6346,14.5604,8.81,356.8922
-0.155,1.8819,-0.6347,14.555,8.7931,356.8566
-0.1545,1.882,-0.6347,14.4338,8.7956,356.8242
-0.1543,1.882,-0.6347,14.3531,8.8038,356.8358
-0.154,1.8821,-0.6347,14.3279,8.7633,356.8506
-0.1537,1.8821,-0.6345,14.3261,8.6947,356.8378
-0.1532,1.8819,-0.6342,14.4183,8.5388,356.8169
-0.1524,1.8813,-0.6333,14.7547,8.2837,356.7429
-0.1522,1.8812,-0.6329,14.8843,8.1869,356.711
-0.1519,1.8809,-0.6325,14.9416,8.0943,356.6787
-0.1514,1.8805,-0.6315,15.1784,7.975,356.6065
-0.1514,1.8805,-0.6315,15.1825,7.9863,356.6043
